score
-414.0
-432.0
-424.0
-419.0
630.0
-478.0
-442.0
687.0
-495.0
-410.0
-444.0
-438.0
-432.0
-424.0
-431.0
-383.0
682.0
-426.0
-422.0
-421.0
-425.0
-422.0
686.0
-428.0
-442.0
-429.0
-433.0
-43.0
-430.0
-446.0
-484.0
-494.0
-432.0
-423.0
-381.0
-432.0
-444.0
-366.0
684.0
-474.0
-263.0
-433.0
-424.0
-484.0
-416.0
-478.0
-432.0
-390.0
688.0
-436.0
-423.0
-425.0
648.0
-442.0
-425.0
-430.0
-434.0
-374.0
-442.0
-430.0
-474.0
-427.0
-412.0
-488.0
-425.0
-422.0
-433.0
-434.0
-425.0
-442.0
-422.0
-428.0
-433.0
-436.0
-422.0
659.0
-425.0
-334.0
-474.0
-444.0
-468.0
-478.0
662.0
688.0
-424.0
-418.0
-425.0
-442.0
-428.0
-442.0
-433.0
-381.0
675.0
-478.0
-479.0
673.0
-442.0
-425.0
-442.0
822.0
